steps,heart_rate_avg,max_heart,min_heart,raw_intensity_avg,time_of_day,date,hour,user_id,feel
34,82.85,86,79,21.4833,5,2023-10-13,18,85816,3
15,83.88,87,81,20.8667,5,2023-10-13,19,85816,3
0,79.98,87,76,17.0167,6,2023-10-13,20,85816,3
10,77.08,84,72,18.05,6,2023-10-13,21,85816,3
16,79.66,97,69,25.9211,3,2023-10-14,10,85816,3
72,85.35,99,73,29.4333,3,2023-10-14,11,85816,3
96,80.44,87,75,38.3636,4,2023-10-14,12,85816,3
80,86.85,93,80,37.25,4,2023-10-14,13,85816,3
313,82.3,88,61,45.4,4,2023-10-14,14,85816,3
2621,103.28,115,92,68.3,4,2023-10-14,15,85816,3
503,93.45,103,87,46.7167,5,2023-10-14,16,85816,3
54,80.07,90,74,24.2667,5,2023-10-14,17,85816,3
390,86.02,103,75,49.5,5,2023-10-14,18,85816,3
126,80.57,101,71,24.4667,5,2023-10-14,19,85816,4
39,73.27,80,69,21.5,6,2023-10-14,20,85816,4
0,72.72,83,69,18.7667,6,2023-10-14,21,85816,4
0,63.0,63,63,63.0,3,2023-10-15,11,85816,4
134,81.17,117,63,41.7925,4,2023-10-15,12,85816,4
144,90.88,117,79,33.85,4,2023-10-15,13,85816,4
1076,83.1,106,74,48.85,4,2023-10-15,14,85816,4
1792,115.45,125,105,61.0333,4,2023-10-15,15,85816,4
456,96.7,118,84,42.9667,5,2023-10-15,16,85816,4
382,89.58,98,83,36.9333,5,2023-10-15,17,85816,4
0,82.82,92,76,19.3,5,2023-10-15,18,85816,4
53,78.83,84,74,24.5833,5,2023-10-15,19,85816,4
79,76.76,82,73,20.0847,6,2023-10-15,20,85816,4
174,77.73,83,70,29.3043,6,2023-10-15,21,85816,4
0,86.64,101,73,26.2857,3,2023-10-16,10,85816,4
128,73.42,93,62,22.7167,3,2023-10-16,11,85816,4
0,83.67,85,82,16.6667,4,2023-10-16,12,85816,4
0,78.0,78,78,18.5,4,2023-10-16,14,85816,4
154,82.98,93,72,43.6905,4,2023-10-16,15,85816,4
31,69.78,77,66,16.9833,5,2023-10-16,16,85816,4
1130,84.91,110,68,54.8644,5,2023-10-16,17,85816,4
1035,95.83,114,77,57.4333,5,2023-10-16,18,85816,4
51,73.02,87,65,19.1167,5,2023-10-16,19,85816,4
42,70.67,84,63,22.9667,6,2023-10-16,20,85816,4
0,73.65,78,69,12.4333,6,2023-10-16,21,85816,4
59,68.84,77,63,32.0862,3,2023-10-17,11,85816,3
147,85.35,92,76,31.8846,4,2023-10-17,12,85816,3
1463,106.13,117,83,66.5455,4,2023-10-17,13,85816,3
49,84.4,94,76,36.6667,4,2023-10-17,14,85816,3
109,78.62,83,74,24.4333,4,2023-10-17,15,85816,3
981,93.53,111,79,68.6333,5,2023-10-17,16,85816,3
98,79.52,89,75,29.0167,5,2023-10-17,17,85816,3
520,85.57,97,76,59.5,5,2023-10-17,18,85816,4
405,92.8,102,84,71.1167,5,2023-10-17,19,85816,4
556,91.95,100,78,59.7167,6,2023-10-17,20,85816,4
223,74.93,86,67,37.95,6,2023-10-17,21,85816,4
0,80.5,83,78,33.0,4,2023-10-18,15,85816,3
111,74.08,80,66,31.25,5,2023-10-18,16,85816,3
15,71.92,78,68,16.1167,5,2023-10-18,17,85816,3
507,78.85,91,69,43.6833,5,2023-10-18,18,85816,3
148,77.27,85,71,30.3333,5,2023-10-18,19,85816,3
87,73.36,79,69,22.8333,6,2023-10-18,20,85816,3
94,77.78,92,66,31.6,6,2023-10-18,21,85816,3
24,90.11,97,70,44.9474,3,2023-10-19,8,85816,4
1278,101.0,122,87,60.4,3,2023-10-19,9,85816,4
445,93.03,111,79,26.5833,3,2023-10-19,10,85816,4
765,95.2,111,80,65.8167,3,2023-10-19,11,85816,4
1288,102.65,129,83,60.15,4,2023-10-19,12,85816,4
11,74.02,82,68,33.4167,4,2023-10-19,13,85816,4
1802,94.05,113,80,70.1,4,2023-10-19,14,85816,4
1555,104.05,115,89,58.9,4,2023-10-19,15,85816,4
163,96.42,120,72,44.9667,5,2023-10-19,16,85816,4
148,73.8,79,69,31.7333,5,2023-10-19,17,85816,4
96,77.12,85,70,43.8833,5,2023-10-19,18,85816,4
105,75.62,84,66,32.1333,5,2023-10-19,19,85816,4
43,79.28,94,73,32.5,6,2023-10-19,20,85816,4
51,75.72,88,71,33.8889,6,2023-10-19,21,85816,4
0,60.57,69,58,4.56667,2,2023-10-20,7,85816,4
0,59.28,72,54,3.35,3,2023-10-20,8,85816,4
33,68.7,83,56,28.6333,3,2023-10-20,9,85816,4
96,80.7,91,70,44.1875,3,2023-10-20,10,85816,4
83,91.95,108,75,45.3214,3,2023-10-20,11,85816,4
118,79.62,98,67,39.65,4,2023-10-20,12,85816,4
237,75.8,86,69,45.9667,4,2023-10-20,13,85816,4
100,71.9,79,67,32.15,4,2023-10-20,14,85816,4
393,88.03,100,77,42.322,4,2023-10-20,15,85816,4
1343,81.8,105,72,45.7,5,2023-10-20,16,85816,4
1362,99.97,113,78,63.2,5,2023-10-20,17,85816,4
1150,81.58,100,74,57.6333,5,2023-10-20,18,85816,4
72,78.55,95,70,31.6667,5,2023-10-20,19,85816,4
0,65.6,77,60,11.2333,6,2023-10-20,20,85816,4
47,71.48,82,64,39.2059,6,2023-10-20,21,85816,4
1331,102.62,129,86,47.6333,2,2023-10-21,7,85816,4
442,87.67,108,69,28.6167,3,2023-10-21,8,85816,4
853,81.82,101,71,38.5167,3,2023-10-21,9,85816,4
0,75.12,82,71,15.1167,3,2023-10-21,10,85816,4
817,77.83,90,70,37.4833,3,2023-10-21,11,85816,4
1442,83.18,102,64,50.2667,4,2023-10-21,12,85816,4
1821,92.6,105,82,61.95,4,2023-10-21,13,85816,4
0,77.3,83,74,16.75,4,2023-10-21,14,85816,4
1896,89.15,98,77,63.7833,4,2023-10-21,15,85816,4
778,92.88,103,85,50.6,5,2023-10-21,16,85816,4
646,89.52,100,78,53.3667,5,2023-10-21,17,85816,4
115,83.8,92,79,39.3571,5,2023-10-21,18,85816,4
981,86.82,108,68,79.3939,5,2023-10-21,19,85816,4
1991,103.13,113,88,69.2,6,2023-10-21,20,85816,4
24,81.68,92,76,29.6333,6,2023-10-21,21,85816,4
33,82.68,86,78,33.7273,3,2023-10-23,9,85816,3
124,83.97,97,68,34.5333,3,2023-10-23,10,85816,3
277,86.75,103,75,39.05,3,2023-10-23,11,85816,3
414,86.48,95,73,57.4419,4,2023-10-23,12,85816,3
103,71.37,78,66,18.5,4,2023-10-23,13,85816,3
65,68.83,74,65,19.5,4,2023-10-23,14,85816,3
101,69.45,82,65,22.7167,4,2023-10-23,15,85816,3
0,69.05,82,61,16.0833,5,2023-10-23,16,85816,3
0,64.52,70,61,11.7833,5,2023-10-23,17,85816,3
13,69.71,74,67,24.3684,5,2023-10-23,18,85816,3
101,68.82,86,62,25.1667,5,2023-10-23,19,85816,3
59,70.9,82,65,18.7833,6,2023-10-23,20,85816,3
0,67.67,77,64,16.0,6,2023-10-23,21,85816,3
0,71.89,79,69,25.5263,3,2023-10-24,9,85816,4
128,75.42,90,66,27.1333,3,2023-10-24,10,85816,4
25,72.81,78,70,27.4091,3,2023-10-24,11,85816,4
1866,100.86,120,76,76.5254,4,2023-10-24,12,85816,4
691,95.67,108,87,51.85,4,2023-10-24,13,85816,4
50,94.62,107,86,46.1833,4,2023-10-24,14,85816,4
1550,85.68,103,73,54.3333,4,2023-10-24,15,85816,4
416,78.4,86,72,35.35,5,2023-10-24,16,85816,4
97,71.77,78,67,24.2,5,2023-10-24,17,85816,4
3079,97.22,108,77,76.85,5,2023-10-24,18,85816,4
25,74.25,82,66,34.5,5,2023-10-24,19,85816,4
81,69.25,78,63,20.25,6,2023-10-24,20,85816,4
62,69.2,87,62,27.0588,6,2023-10-24,21,85816,4
21,71.24,76,62,30.96,4,2023-10-25,12,85816,4
263,80.27,97,69,40.0,4,2023-10-25,13,85816,4
398,85.83,98,74,53.8,4,2023-10-25,14,85816,4
118,69.68,79,64,27.1833,4,2023-10-25,15,85816,4
2959,96.47,111,76,79.5667,5,2023-10-25,16,85816,4
134,76.42,101,63,34.7,5,2023-10-25,17,85816,4
1864,92.08,114,72,65.2167,5,2023-10-25,18,85816,4
1536,99.7,122,78,60.0333,5,2023-10-25,19,85816,4
1417,95.7,109,79,58.6667,6,2023-10-25,20,85816,4
1364,84.85,105,72,52.3636,6,2023-10-25,21,85816,4
83,74.95,84,68,27.1754,3,2023-10-26,9,85816,4
614,81.1,98,74,53.8167,3,2023-10-26,10,85816,4
595,87.78,108,71,40.3659,3,2023-10-26,11,85816,4
0,70.0,70,70,13.0,4,2023-10-26,14,85816,4
57,84.22,92,78,39.3276,4,2023-10-26,15,85816,4
201,83.05,90,74,60.0333,5,2023-10-26,16,85816,4
86,69.05,75,63,20.55,5,2023-10-26,17,85816,4
213,71.5,77,65,36.4828,5,2023-10-26,18,85816,4
34,69.48,77,65,26.4667,5,2023-10-26,19,85816,4
11,68.58,72,65,19.3621,6,2023-10-26,20,85816,4
147,80.36,92,66,48.5,6,2023-10-26,21,85816,4
887,91.27,108,70,52.9318,3,2023-10-27,9,85816,4
423,91.12,100,83,27.6833,3,2023-10-27,10,85816,4
1436,94.63,113,78,54.0167,3,2023-10-27,11,85816,4
105,82.52,94,72,36.1,4,2023-10-27,12,85816,4
33,72.42,80,69,29.3,4,2023-10-27,13,85816,4
537,79.85,102,68,51.85,4,2023-10-27,14,85816,4
101,82.25,95,73,36.2333,4,2023-10-27,15,85816,4
131,75.52,82,70,35.15,5,2023-10-27,16,85816,4
162,74.23,86,66,38.3667,5,2023-10-27,17,85816,4
107,77.35,87,69,44.2833,5,2023-10-27,18,85816,4
280,74.97,86,69,37.5333,5,2023-10-27,19,85816,4
507,81.25,101,71,64.9412,6,2023-10-27,20,85816,4
0,80.0,80,80,0.0,6,2023-10-27,21,85816,4
163,86.2,97,79,54.2881,2,2023-10-28,7,85816,4
300,99.5,110,91,50.1167,3,2023-10-28,8,85816,4
208,90.65,98,78,50.3667,3,2023-10-28,9,85816,4
0,89.93,97,82,44.3667,3,2023-10-28,10,85816,4
204,90.18,109,70,37.0,3,2023-10-28,11,85816,4
208,74.28,85,70,31.8833,4,2023-10-28,12,85816,4
1991,96.85,112,69,61.4333,4,2023-10-28,13,85816,4
1338,94.25,113,72,49.3667,4,2023-10-28,14,85816,4
605,97.82,121,75,36.3667,4,2023-10-28,15,85816,4
131,83.45,97,69,33.6833,5,2023-10-28,16,85816,4
0,72.82,79,68,24.5667,5,2023-10-28,17,85816,4
382,74.55,84,68,37.3,5,2023-10-28,18,85816,4
2027,103.02,113,75,57.2,5,2023-10-28,19,85816,4
618,89.67,110,73,45.6333,6,2023-10-28,20,85816,4
165,69.13,80,63,30.2333,6,2023-10-28,21,85816,4
174,78.09,88,70,37.2759,4,2023-10-29,15,85816,4
49,74.58,82,67,23.8,5,2023-10-29,16,85816,4
0,70.03,81,64,18.9333,5,2023-10-29,17,85816,4
64,69.57,77,65,29.7167,5,2023-10-29,18,85816,4
0,70.57,83,63,31.9833,5,2023-10-29,19,85816,4
151,92.96,110,62,45.0185,6,2023-10-29,20,85816,4
331,115.04,146,82,48.2,6,2023-10-29,21,85816,4
3041,98.66,113,75,74.7143,4,2023-10-30,14,85816,4
77,77.53,88,71,20.1667,4,2023-10-30,15,85816,4
15,70.35,76,67,12.7667,5,2023-10-30,16,85816,4
95,69.42,79,65,19.9333,5,2023-10-30,17,85816,4
20,71.72,84,65,16.15,5,2023-10-30,18,85816,4
0,70.77,73,69,12.0,5,2023-10-30,19,85816,4
154,74.82,87,70,39.4,3,2023-10-31,11,85816,4
1511,85.0,107,74,53.0333,4,2023-10-31,12,85816,4
1875,101.52,118,87,59.3667,4,2023-10-31,13,85816,4
88,88.43,104,79,35.2667,4,2023-10-31,14,85816,4
0,76.48,86,69,16.15,4,2023-10-31,15,85816,4
80,77.4,96,67,29.9,5,2023-10-31,16,85816,4
198,79.03,86,74,26.1667,5,2023-10-31,17,85816,4
131,73.13,81,69,22.6667,5,2023-10-31,18,85816,4
85,74.55,83,70,27.3,5,2023-10-31,19,85816,4
129,74.33,82,68,22.1897,6,2023-10-31,20,85816,4
49,76.88,86,72,26.44,3,2023-11-01,9,85816,3
186,85.53,100,77,38.6667,3,2023-11-01,10,85816,3
226,79.5,87,73,32.7667,3,2023-11-01,11,85816,3
82,77.33,83,73,26.9167,4,2023-11-01,12,85816,3
46,73.0,77,69,16.5667,4,2023-11-01,13,85816,3
133,73.87,82,67,26.8478,4,2023-11-01,14,85816,3
585,87.55,103,71,39.6667,4,2023-11-01,15,85816,3
91,81.78,90,73,40.6167,5,2023-11-01,16,85816,3
106,80.1,91,68,45.3833,5,2023-11-01,17,85816,3
17,79.58,91,72,21.7959,5,2023-11-01,18,85816,3
103,68.34,82,63,21.3621,5,2023-11-01,19,85816,3
67,67.75,72,62,21.3571,6,2023-11-01,20,85816,3
0,80.0,80,80,0.0,6,2023-11-01,21,85816,3
0,73.25,96,64,19.625,3,2023-11-02,8,85816,4
95,85.35,100,66,37.6333,3,2023-11-02,9,85816,4
241,87.58,112,78,54.2143,3,2023-11-02,10,85816,4
28,78.58,109,70,19.0833,3,2023-11-02,11,85816,4
10,69.57,74,66,14.1667,4,2023-11-02,12,85816,4
20,68.09,78,62,22.0172,4,2023-11-02,13,85816,4
130,71.67,83,62,31.3667,4,2023-11-02,14,85816,4
311,81.52,92,72,34.5167,4,2023-11-02,15,85816,4
101,74.03,83,69,20.3333,5,2023-11-02,16,85816,4
465,80.22,102,68,48.9831,5,2023-11-02,17,85816,4
2783,104.27,113,90,77.35,5,2023-11-02,18,85816,4
1786,101.78,112,83,67.4833,5,2023-11-02,19,85816,4
1695,91.1,106,77,65.5667,6,2023-11-02,20,85816,4
391,91.07,113,76,39.1833,6,2023-11-02,21,85816,4
53,72.35,87,65,40.0652,3,2023-11-03,10,85816,4
25,90.78,102,69,53.7368,3,2023-11-03,11,85816,4
1397,94.32,115,76,58.9667,4,2023-11-03,12,85816,4
864,86.98,101,77,41.7833,4,2023-11-03,13,85816,4
2258,97.1,110,79,58.9167,4,2023-11-03,14,85816,4
932,90.62,114,80,47.2833,4,2023-11-03,15,85816,4
798,95.77,105,80,59.75,5,2023-11-03,16,85816,4
1096,86.8,103,76,48.35,5,2023-11-03,17,85816,4
462,85.85,100,78,43.5333,5,2023-11-03,18,85816,4
74,83.58,89,79,60.2308,5,2023-11-03,19,85816,4
103,85.24,101,70,51.94,2,2023-11-04,7,85816,4
1324,101.23,111,93,50.1667,3,2023-11-04,8,85816,4
375,89.32,98,74,32.25,3,2023-11-04,9,85816,4
80,70.08,75,63,20.0333,3,2023-11-04,10,85816,4
876,80.67,97,73,35.8167,3,2023-11-04,11,85816,4
0,77.63,83,71,15.65,4,2023-11-04,12,85816,4
986,84.85,101,70,42.2,4,2023-11-04,13,85816,4
1350,93.22,110,83,55.6,4,2023-11-04,14,85816,4
109,86.52,101,80,32.7,4,2023-11-04,15,85816,4
329,78.92,93,72,32.95,5,2023-11-04,16,85816,4
1501,89.22,106,69,54.7333,5,2023-11-04,17,85816,4
1664,108.1,115,90,72.5385,5,2023-11-04,18,85816,4
0,94.74,109,88,33.9474,3,2023-11-05,9,85816,4
80,87.5,95,76,40.5,3,2023-11-05,10,85816,4
175,86.72,98,77,30.1351,3,2023-11-05,11,85816,4
301,83.32,90,74,47.25,4,2023-11-05,12,85816,4
257,85.88,101,76,32.7,4,2023-11-05,13,85816,4
808,83.33,101,73,40.3833,4,2023-11-05,14,85816,4
865,77.25,99,70,35.1167,4,2023-11-05,15,85816,4
1361,85.4,106,72,48.5333,5,2023-11-05,16,85816,4
497,85.5,95,78,32.9167,5,2023-11-05,17,85816,4
1113,84.67,104,72,44.4833,5,2023-11-05,18,85816,4
0,72.03,84,64,18.0667,5,2023-11-05,19,85816,4
19,72.98,80,65,19.2333,6,2023-11-05,20,85816,4
0,72.8,85,67,22.45,6,2023-11-05,21,85816,4
0,84.22,92,78,35.8889,3,2023-11-06,9,85816,3
32,69.28,75,62,26.4167,3,2023-11-06,10,85816,3
192,87.0,106,68,41.3167,3,2023-11-06,11,85816,3
69,73.78,79,62,24.65,4,2023-11-06,12,85816,3
330,77.55,87,70,34.9792,4,2023-11-06,13,85816,3
109,78.98,97,70,35.3833,4,2023-11-06,14,85816,3
32,73.1,80,66,21.2167,4,2023-11-06,15,85816,3
10,68.61,71,67,26.5217,5,2023-11-06,16,85816,3
0,80.0,80,80,3.0,6,2023-11-06,20,85816,3
1100,95.21,121,69,63.2069,3,2023-11-07,9,85816,4
443,91.8,103,85,29.4333,3,2023-11-07,10,85816,4
1764,96.32,124,80,69.9667,3,2023-11-07,11,85816,4
230,99.87,125,80,44.5833,4,2023-11-07,12,85816,4
16,83.57,103,76,34.7,4,2023-11-07,13,85816,4
678,81.1,99,69,45.0,4,2023-11-07,14,85816,4
581,83.67,96,73,42.1333,4,2023-11-07,15,85816,4
98,82.63,95,72,34.0333,5,2023-11-07,16,85816,4
43,87.27,100,73,39.9667,5,2023-11-07,17,85816,4
301,76.62,87,68,43.5333,5,2023-11-07,18,85816,4
683,78.47,90,68,38.1,5,2023-11-07,19,85816,4
1407,89.08,112,72,50.65,6,2023-11-07,20,85816,4
30,89.8,92,88,58.3636,6,2023-11-07,21,85816,4
0,72.5,77,66,11.25,3,2023-11-08,9,85816,3
242,80.28,96,68,46.75,3,2023-11-08,10,85816,3
261,85.91,97,78,53.5278,3,2023-11-08,11,85816,3
58,70.79,77,63,22.575,4,2023-11-08,12,85816,3
119,73.03,86,65,38.2373,4,2023-11-08,13,85816,3
10,72.83,87,67,17.3833,4,2023-11-08,14,85816,3
151,70.97,79,64,27.3333,4,2023-11-08,15,85816,3
1370,77.55,107,67,62.3833,5,2023-11-08,16,85816,3
4995,106.85,116,102,98.8167,5,2023-11-08,17,85816,3
147,92.02,104,84,45.95,5,2023-11-08,18,85816,3
69,84.1,93,71,53.4333,5,2023-11-08,19,85816,4
44,70.18,74,68,18.8333,6,2023-11-08,20,85816,4
24,68.0,68,68,30.5,6,2023-11-08,21,85816,4
34,66.71,84,61,32.0952,3,2023-11-09,10,85816,4
0,86.5,87,86,18.0,4,2023-11-09,14,85816,4
405,76.37,98,68,44.58,4,2023-11-09,15,85816,4
1544,99.12,112,87,53.7667,5,2023-11-09,16,85816,4
172,86.78,100,74,32.3,5,2023-11-09,17,85816,4
619,92.63,99,80,47.4167,5,2023-11-09,18,85816,4
1040,92.28,107,74,47.4167,5,2023-11-09,19,85816,4
2368,99.13,121,84,63.4833,6,2023-11-09,20,85816,4
1538,94.18,119,80,52.9833,6,2023-11-09,21,85816,4
35,77.14,84,70,58.125,3,2023-11-10,11,85816,4
2090,88.42,100,78,72.5667,4,2023-11-10,12,85816,4
48,78.22,92,71,24.6833,4,2023-11-10,13,85816,4
867,84.47,111,73,49.9167,4,2023-11-10,14,85816,4
196,87.25,101,76,32.6,4,2023-11-10,15,85816,4
501,83.66,92,78,38.9333,5,2023-11-10,16,85816,4
1121,92.13,106,78,47.9,5,2023-11-10,17,85816,4
731,89.31,101,79,48.4333,5,2023-11-10,18,85816,4
74,73.2,83,59,31.9796,5,2023-11-10,19,85816,4
66,76.19,87,67,21.6102,6,2023-11-10,20,85816,4
0,88.27,96,82,15.9091,3,2023-11-11,10,85816,2
47,74.75,84,68,18.2,3,2023-11-11,11,85816,2
0,67.5,74,64,14.55,4,2023-11-11,12,85816,2
0,75.2,77,74,30.4286,4,2023-11-11,14,85816,2
120,99.77,106,93,55.8462,4,2023-11-11,15,85816,2
211,88.92,105,81,36.4167,5,2023-11-11,16,85816,2
1348,94.0,114,80,78.4667,5,2023-11-11,17,85816,2
0,82.62,113,71,25.0833,5,2023-11-11,18,85816,4
1349,84.42,101,67,50.4,5,2023-11-11,19,85816,4
0,78.7,85,74,29.3833,6,2023-11-11,20,85816,4
0,79.0,79,79,18.0,6,2023-11-11,21,85816,4
1122,83.4,106,61,61.8947,3,2023-11-12,9,85816,4
454,86.1,99,78,33.5833,3,2023-11-12,10,85816,4
1221,92.85,104,76,58.6,3,2023-11-12,11,85816,4
85,81.48,101,73,44.5833,4,2023-11-12,12,85816,4
59,72.47,81,65,40.4667,4,2023-11-12,13,85816,4
11,67.57,80,62,36.6667,4,2023-11-12,14,85816,4
95,75.93,87,61,44.1667,4,2023-11-12,15,85816,4
69,87.25,94,83,70.9167,5,2023-11-12,16,85816,4
0,77.0,77,77,6.0,3,2023-11-13,8,85816,5
1577,94.81,112,64,62.8077,3,2023-11-13,9,85816,5
13,81.91,93,74,34.6667,3,2023-11-13,10,85816,5
1200,89.15,105,77,49.6441,4,2023-11-13,15,85816,5
11,72.97,80,68,16.2667,5,2023-11-13,16,85816,5
276,78.32,89,72,33.9,5,2023-11-13,17,85816,5
3094,94.87,104,79,83.9,5,2023-11-13,18,85816,5
901,85.47,106,68,32.0833,5,2023-11-13,19,85816,5
45,75.2,85,69,24.7333,6,2023-11-13,20,85816,5
34,81.0,92,70,36.48,3,2023-11-14,8,85816,4
1438,112.57,132,92,68.5455,3,2023-11-14,9,85816,4
87,92.7,113,82,26.2833,3,2023-11-14,10,85816,4
109,81.08,91,73,27.0667,3,2023-11-14,11,85816,4
47,74.25,89,68,21.95,4,2023-11-14,12,85816,4
89,69.18,76,66,22.9167,4,2023-11-14,13,85816,4
300,73.92,80,70,46.28,4,2023-11-14,14,85816,4
80,78.79,86,69,34.4103,4,2023-11-15,12,85816,4
1615,89.18,107,70,63.9333,4,2023-11-15,13,85816,4
12,81.67,90,77,27.0333,4,2023-11-15,14,85816,4
13,80.3,84,75,26.0227,4,2023-11-15,15,85816,4
80,74.54,82,69,30.6939,5,2023-11-15,17,85816,4
411,83.9,94,76,40.0833,5,2023-11-15,18,85816,4
70,79.67,87,73,33.3833,5,2023-11-15,19,85816,4
2291,95.52,113,74,70.5167,6,2023-11-15,20,85816,4
613,110.75,115,108,88.25,6,2023-11-15,21,85816,4
70,92.5,99,85,41.9375,3,2023-11-16,8,85816,4
1771,102.5,118,89,64.7833,3,2023-11-16,9,85816,4
10,84.25,98,78,21.6,3,2023-11-16,10,85816,4
120,79.45,92,74,24.7667,3,2023-11-16,11,85816,4
11,71.42,75,68,15.5667,4,2023-11-16,12,85816,4
21,72.75,76,70,23.6,4,2023-11-16,13,85816,4
1305,85.83,97,74,55.9167,4,2023-11-16,14,85816,4
1529,84.73,105,73,56.8333,4,2023-11-16,15,85816,4
304,86.9,102,73,54.9167,5,2023-11-16,16,85816,4
103,72.75,80,67,32.5167,5,2023-11-16,17,85816,4
249,77.9,87,73,26.3833,5,2023-11-16,18,85816,4
838,77.62,95,70,47.5,5,2023-11-16,19,85816,4
1177,96.88,104,89,77.25,6,2023-11-16,20,85816,4
11,73.75,78,61,28.75,3,2023-11-17,8,85816,4
1546,97.76,119,78,63.7692,3,2023-11-17,9,85816,4
325,86.15,105,76,32.05,3,2023-11-17,10,85816,4
93,78.7,83,76,21.3333,3,2023-11-17,11,85816,4
34,79.47,92,70,19.25,4,2023-11-17,12,85816,4
147,73.0,79,68,32.0833,4,2023-11-17,13,85816,4
2947,101.0,122,75,83.55,4,2023-11-17,14,85816,4
114,102.33,118,89,49.95,4,2023-11-17,15,85816,4
253,89.07,98,76,48.7333,5,2023-11-17,16,85816,4
336,88.1,101,77,51.7833,5,2023-11-17,17,85816,4
124,79.13,97,73,27.1,5,2023-11-17,18,85816,4
159,80.03,91,72,42.5,5,2023-11-17,19,85816,4
0,75.95,81,71,22.225,6,2023-11-17,20,85816,4
333,81.6,100,73,41.3,4,2023-11-18,12,85816,4
1280,91.73,99,73,51.25,4,2023-11-18,13,85816,4
812,91.78,98,78,62.0167,4,2023-11-18,14,85816,4
1074,84.7,106,65,46.3833,4,2023-11-18,15,85816,4
600,86.1,104,77,38.2667,5,2023-11-18,16,85816,4
886,98.18,111,85,49.3167,5,2023-11-18,17,85816,4
402,107.19,118,99,72.8824,5,2023-11-18,18,85816,4
1802,103.83,123,67,64.3276,3,2023-11-20,11,85816,4
153,88.85,114,76,33.1,4,2023-11-20,12,85816,4
189,75.32,84,70,25.4333,4,2023-11-20,13,85816,4
48,74.9,82,69,26.8833,4,2023-11-20,14,85816,4
84,76.47,84,70,31.9,4,2023-11-20,15,85816,4
2269,98.65,111,78,68.1,5,2023-11-20,16,85816,4
109,84.5,106,75,23.4333,5,2023-11-20,17,85816,4
2259,94.22,108,75,71.4833,5,2023-11-20,18,85816,4
2204,105.18,113,96,72.4833,5,2023-11-20,19,85816,4
0,83.07,95,78,19.814,6,2023-11-20,20,85816,4
137,64.89,81,53,48.3,3,2023-11-21,8,85816,4
1334,102.38,123,83,61.05,3,2023-11-21,9,85816,4
477,94.45,122,80,38.2333,3,2023-11-21,10,85816,4
0,77.37,88,73,19.85,3,2023-11-21,11,85816,4
0,73.35,79,67,15.8,4,2023-11-21,12,85816,4
33,68.78,77,66,23.9667,4,2023-11-21,13,85816,4
1558,84.37,97,75,49.9,4,2023-11-21,14,85816,4
1226,86.12,100,70,49.9333,4,2023-11-21,15,85816,4
140,85.05,98,75,32.8333,5,2023-11-21,16,85816,4
3741,102.48,115,88,81.9667,5,2023-11-21,17,85816,4
734,93.1,106,78,44.2167,5,2023-11-21,18,85816,4
35,78.55,83,73,23.2,5,2023-11-21,19,85816,4
111,74.22,81,66,23.2034,6,2023-11-21,20,85816,4
0,70.0,70,70,0.0,2,2023-11-22,7,85816,4
1183,106.89,125,78,67.4286,3,2023-11-22,8,85816,4
473,91.03,116,77,38.5833,3,2023-11-22,9,85816,4
204,78.63,84,73,37.0,3,2023-11-22,10,85816,4
74,77.55,85,72,27.2333,3,2023-11-22,11,85816,4
51,74.48,82,69,27.1,4,2023-11-22,12,85816,4
2168,88.05,108,72,70.05,4,2023-11-22,13,85816,4
174,85.17,105,74,37.05,4,2023-11-22,14,85816,4
31,75.88,92,70,14.75,4,2023-11-22,15,85816,4
533,92.12,106,76,58.6833,5,2023-11-22,16,85816,4
211,80.65,92,75,35.5,5,2023-11-22,17,85816,4
245,83.87,95,75,38.4167,5,2023-11-22,18,85816,4
1595,96.83,107,88,59.8333,5,2023-11-22,19,85816,4
431,88.17,101,81,41.7407,6,2023-11-22,20,85816,4
360,71.67,72,70,81.9231,3,2023-11-23,10,85816,4
1584,102.4,121,79,62.8167,3,2023-11-23,11,85816,4
10,79.77,93,73,17.8667,4,2023-11-23,12,85816,4
38,77.34,86,71,24.0167,4,2023-11-23,13,85816,4
211,81.11,90,77,27.9107,4,2023-11-23,14,85816,4
41,89.2,93,85,25.2,4,2023-11-24,14,85816,4
1063,90.95,106,81,46.1333,4,2023-11-24,15,85816,4
48,80.95,87,76,30.1333,5,2023-11-24,16,85816,4
50,77.75,90,70,28.0333,5,2023-11-24,17,85816,4
33,73.9,79,70,26.0678,5,2023-11-24,18,85816,4
47,77.28,84,72,26.5333,5,2023-11-24,19,85816,4
0,79.79,89,74,27.2692,6,2023-11-24,20,85816,4
0,80.0,80,80,0.0,4,2023-11-25,12,85816,4
1386,105.36,113,88,73.6757,4,2023-11-25,13,85816,4
574,99.95,124,73,56.6167,4,2023-11-25,14,85816,4
212,82.25,94,71,46.0167,4,2023-11-25,15,85816,4
84,82.18,94,74,39.5667,5,2023-11-25,16,85816,4
720,91.43,98,80,45.4,5,2023-11-25,17,85816,4
2032,97.43,106,86,67.1167,5,2023-11-25,18,85816,4
2660,103.18,115,86,76.05,5,2023-11-25,19,85816,4
526,87.71,100,77,42.4118,6,2023-11-25,20,85816,4
1703,101.69,124,80,63.569,4,2023-11-27,14,85816,3
1412,93.22,113,81,41.2167,4,2023-11-27,15,85816,3
